Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
1162,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1163,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1164,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 lakh or less,NARELA,12th Std,3 or 4,2,Self Employed/ Business,Remained the same,Will improve,Decreased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
1165,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 lakh or less,NARELA,12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Remained the same,
1166,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 lakh or less,NARELA,Graduate,5 and more,1,Employed,Worsened,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Remain the same,Decreased,Remain the same,Worsened,Will improve,Increased,Will decrease,Increased,
1167,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 lakh or less,NARELA,Post Graduate,5 and more,1,House wife,Remained the same,Will improve,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Remain the same,Increased,
1168,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1169,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1170,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,Graduate,5 and more,4,House wife,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase
1171,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,BHOPAL UTTAR,10th Std-Below 12th Std,5 and more,5,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
1172,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,GOVINDPURA,10th Std-Below 12th Std,3 or 4,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1173,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,GOVINDPURA,12th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1174,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,NARELA,12th Std,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Remain the same,Increased,
1175,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,NARELA,Graduate,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1176,46,Dec-18,Bhopal,30-39 year,Female,Rs. 1 to less than 3 lakh,NARELA,Post Graduate,3 or 4,2,Employed,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
1177,46,Dec-18,Bhopal,30-39 year,Female,Rs. 5 lakh or more,NARELA,Graduate,5 and more,3,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will increase
1178,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 lakh or less,BHOPAL UTTAR,10th Std-Below 12th Std,5 and more,1,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Remain the same,Increased,Will decrease,Increased,Remain the same,Worsened,Will improve,Increased,Will decrease,Increased,
1179,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 lakh or less,BHOPAL UTTAR,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
1180,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 lakh or less,GOVINDPURA,12th Std,5 and more,3,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
1181,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1182,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1183,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 lakh or less,NARELA,Graduate,3 or 4,2,Self Employed/ Business,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1184,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,BHOPAL DAKSHINA-PASHCHIM,12th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1185,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,BHOPAL UTTAR,Post Graduate,5 and more,2,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1186,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,GOVINDPURA,12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Remained the same,Will increase,,Will increase
1187,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,GOVINDPURA,12th Std,5 and more,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Remained the same,Will increase,,Will increase
1188,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,GOVINDPURA,Post Graduate,5 and more,2,Employed,Improved,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
1189,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,NARELA,10th Std-Below 12th Std,3 or 4,1,Employed,Remained the same,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Remained the same,Will increase,,Will increase
1190,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,NARELA,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1191,46,Dec-18,Bhopal,30-39 year,Male,Rs. 1 to less than 3 lakh,NARELA,12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1192,46,Dec-18,Bhopal,30-39 year,Male,Rs. 3 lakh to 5 lakh,GOVINDPURA,10th Std-Below 12th Std,5 and more,1,Employed,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will improve,Remained the same,Will increase,,Will increase
1193,46,Dec-18,Bhopal,30-39 year,Male,Rs. 3 lakh to 5 lakh,GOVINDPURA,Graduate,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Remained the same,Will decrease,,
1194,46,Dec-18,Bhopal,30-39 year,Male,Rs. 3 lakh to 5 lakh,GOVINDPURA,Graduate,5 and more,1,Employed,Improved,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1195,46,Dec-18,Bhopal,30-39 year,Male,Rs. 5 lakh or more,NARELA,12th Std,5 and more,1,Employed,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
1196,46,Dec-18,Bhopal,30-39 year,Male,Rs. 5 lakh or more,NARELA,12th Std,5 and more,3,Employed,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1197,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,BHOPAL MADHYA,10th Std-Below 12th Std,5 and more,2,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Improved,Will improve,Remained the same,Will decrease,,
1198,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,BHOPAL MADHYA,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Decreased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will improve,Decreased,Will decrease,,
1199,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,BHOPAL MADHYA,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Remain the same,Remained the same,
1200,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,BHOPAL UTTAR,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will improve,Decreased,Will increase,Decreased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will decrease,Increased,
1201,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,BHOPAL UTTAR,10th Std-Below 12th Std,5 and more,2,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
1202,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,BHOPAL UTTAR,Post Graduate,5 and more,1,Employed,Remained the same,Will worsen,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Increased,
1203,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,GOVINDPURA,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1204,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,GOVINDPURA,12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1205,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,3 or 4,1,Daily worker,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1206,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1207,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,GOVINDPURA,Below 5th Std,3 or 4,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1208,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,GOVINDPURA,Illiterate,5 and more,4,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1209,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 lakh or less,NARELA,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Remain the same,Increased,
1210,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 to less than 3 lakh,BHOPAL DAKSHINA-PASHCHIM,12th Std,5 and more,2,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
1211,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,12th Std,5 and more,3,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1212,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 to less than 3 lakh,BHOPAL UTTAR,5th Std-Below 10th Std,5 and more,3,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will decrease,Increased,
1213,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 to less than 3 lakh,BHOPAL UTTAR,Graduate,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1214,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 to less than 3 lakh,NARELA,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
1215,46,Dec-18,Bhopal,40-59 year,Female,Rs. 1 to less than 3 lakh,NARELA,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
1216,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,BHOPAL MADHYA,5th Std-Below 10th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1217,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,BHOPAL MADHYA,5th Std-Below 10th Std,3 or 4,1,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1218,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,BHOPAL UTTAR,5th Std-Below 10th Std,5 and more,1,Daily worker,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will improve,Decreased,Will decrease,,
1219,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1220,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,GOVINDPURA,5th Std-Below 10th Std,5 and more,3,Self Employed/ Business,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1221,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,NARELA,10th Std-Below 12th Std,3 or 4,1,Daily worker,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will decrease,Increased,
1222,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 lakh or less,NARELA,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will improve,Decreased,Will increase,Decreased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Increased,Will decrease,Increased,
1223,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 to less than 3 lakh,BHOPAL DAKSHINA-PASHCHIM,Graduate,3 or 4,2,Daily worker,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1224,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,5th Std-Below 10th Std,5 and more,5,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1225,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,Post Graduate,3 or 4,2,Employed,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1226,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 to less than 3 lakh,BHOPAL UTTAR,10th Std-Below 12th Std,5 and more,3,Employed,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1227,46,Dec-18,Bhopal,40-59 year,Male,Rs. 1 to less than 3 lakh,NARELA,Post Graduate,5 and more,1,Self Employed/ Business,Remained the same,Will improve,Remained the same,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will decrease,Worsened,Will improve,Decreased,Will increase,,Will decrease
1228,46,Dec-18,Bhopal,40-59 year,Male,Rs. 3 lakh to 5 lakh,GOVINDPURA,5th Std-Below 10th Std,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Remain the same,Increased,
1229,46,Dec-18,Bhopal,40-59 year,Male,Rs. 3 lakh to 5 lakh,GOVINDPURA,Graduate,3 or 4,1,Employed,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1230,46,Dec-18,Bhopal,40-59 year,Male,Rs. 3 lakh to 5 lakh,NARELA,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Remained the same,Will increase
1231,46,Dec-18,Bhopal,40-59 year,Male,Rs. 5 lakh or more,GOVINDPURA,Graduate,3 or 4,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1232,46,Dec-18,Bhopal,40-59 year,Male,Rs. 5 lakh or more,NARELA,10th Std-Below 12th Std,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Remain the same,Increased,Will increase,Remained the same,Will decrease
1233,46,Dec-18,Bhopal,40-59 year,Male,Rs. 5 lakh or more,NARELA,Post Graduate,5 and more,4,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1234,46,Dec-18,Bhopal,60  & above year,Male,Rs. 1 to less than 3 lakh,BHOPAL MADHYA,10th Std-Below 12th Std,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Will decrease,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Remain the same,Remained the same,Will worsen,Increased,Will increase,Remained the same,Will increase
1235,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Chepauk-Triplicane,12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
1236,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Chepauk-Triplicane,Post Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase
1237,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,"Dr, R.K.Nagar",10th Std-Below 12th Std,3 or 4,1,Unemployed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Remained the same,Will improve,Increased,Will decrease,Increased,
1238,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Mylapore,12th Std,3 or 4,3,Employed,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Decreased,Remain the same,Improved,Remain the same,Increased,Will increase,Increased,Remain the same
1239,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Perambur,Graduate,3 or 4,2,Unemployed,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will worsen,Increased,Will increase,Increased,Will increase
1240,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Royapuram,5th Std-Below 10th Std,1 to 2,1,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Remained the same,Will decrease
1241,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Royapuram,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Remained the same,Will worsen,Increased,Will increase,Decreased,Will increase
1242,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Royapuram,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1243,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Royapuram,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will improve,Increased,Will increase,Decreased,Will increase
1244,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Royapuram,Graduate,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Improved,Remain the same,Increased,Will increase,Decreased,Will decrease
1245,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Saidapet,10th Std-Below 12th Std,3 or 4,2,Daily worker,Worsened,Will worsen,Decreased,Will increase,Remained the same,Will decrease,Increased,Will increase,Decreased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
1246,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Saidapet,10th Std-Below 12th Std,3 or 4,2,Unemployed,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will decrease
1247,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Saidapet,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1248,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Saidapet,Graduate,3 or 4,1,Daily worker,Worsened,Remain the same,Decreased,Remain the same,Decreased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1249,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Saidapet,Graduate,3 or 4,1,Unemployed,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
1250,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Saidapet,Post Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Will decrease,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
1251,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Thiyagaraya Nagar,Graduate,3 or 4,1,House wife,Remained the same,Remain the same,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1252,46,Dec-18,Chennai,22-29 year,Female,Rs. 1 lakh or less,Thousand lights,Graduate,3 or 4,1,Unemployed,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
